1,600000.SH
2,600004.SH
3,600005.SH
4,600006.SH
5,600007.SH
6,600008.SH
7,600009.SH
8,600010.SH
9,600011.SH
10,600012.SH
11,600015.SH
12,600016.SH
13,600017.SH
14,600018.SH
15,600019.SH
16,600020.SH
17,600021.SH
18,600022.SH
19,600023.SH
20,600026.SH
21,600027.SH
22,600028.SH
23,600029.SH
24,600030.SH
25,600031.SH
26,600033.SH
27,600035.SH
28,600036.SH
29,600037.SH
30,600038.SH
31,600039.SH
32,600048.SH
33,600050.SH
34,600051.SH
35,600052.SH
36,600053.SH
37,600054.SH
38,600055.SH
39,600056.SH
40,600057.SH
41,600058.SH
42,600059.SH
43,600060.SH
44,600061.SH
45,600062.SH
46,600063.SH
47,600064.SH
48,600066.SH
49,600067.SH
50,600068.SH
51,600069.SH
52,600070.SH
53,600071.SH
54,600072.SH
55,600073.SH
56,600074.SH
57,600075.SH
58,600076.SH
59,600077.SH
60,600078.SH
61,600079.SH
62,600080.SH
63,600081.SH
64,600082.SH
65,600083.SH
66,600084.SH
67,600085.SH
68,600086.SH
69,600088.SH
70,600089.SH
71,600090.SH
72,600091.SH
73,600093.SH
74,600094.SH
75,600095.SH
76,600096.SH
77,600097.SH
78,600098.SH
79,600099.SH
80,600100.SH
81,600101.SH
82,600103.SH
83,600104.SH
84,600105.SH
85,600106.SH
86,600107.SH
87,600108.SH
88,600109.SH
89,600110.SH
90,600111.SH
91,600112.SH
92,600113.SH
93,600114.SH
94,600115.SH
95,600116.SH
96,600117.SH
97,600118.SH
98,600119.SH
99,600120.SH
100,600121.SH
101,600122.SH
102,600123.SH
103,600125.SH
104,600126.SH
105,600127.SH
106,600128.SH
107,600129.SH
108,600130.SH
109,600131.SH
110,600132.SH
111,600133.SH
112,600135.SH
113,600136.SH
114,600137.SH
115,600138.SH
116,600139.SH
117,600141.SH
118,600143.SH
119,600145.SH
120,600146.SH
121,600148.SH
122,600149.SH
123,600150.SH
124,600151.SH
125,600152.SH
126,600153.SH
127,600155.SH
128,600156.SH
129,600157.SH
130,600158.SH
131,600159.SH
132,600160.SH
133,600161.SH
134,600162.SH
135,600163.SH
136,600165.SH
137,600166.SH
138,600167.SH
139,600168.SH
140,600169.SH
141,600170.SH
142,600171.SH
143,600172.SH
144,600173.SH
145,600175.SH
146,600176.SH
147,600177.SH
148,600178.SH
149,600179.SH
150,600180.SH
151,600182.SH
152,600183.SH
153,600184.SH
154,600185.SH
155,600186.SH
156,600187.SH
157,600188.SH
158,600189.SH
159,600190.SH
160,600191.SH
161,600192.SH
162,600193.SH
163,600195.SH
164,600196.SH
165,600197.SH
166,600198.SH
167,600199.SH
168,600200.SH
169,600201.SH
170,600202.SH
171,600203.SH
172,600206.SH
173,600207.SH
174,600208.SH
175,600209.SH
176,600210.SH
177,600211.SH
178,600212.SH
179,600213.SH
180,600215.SH
181,600216.SH
182,600217.SH
183,600218.SH
184,600219.SH
185,600220.SH
186,600221.SH
187,600222.SH
188,600223.SH
189,600225.SH
190,600226.SH
191,600227.SH
192,600228.SH
193,600229.SH
194,600230.SH
195,600231.SH
196,600232.SH
197,600233.SH
198,600234.SH
199,600235.SH
200,600236.SH
201,600237.SH
202,600238.SH
203,600239.SH
204,600240.SH
205,600241.SH
206,600242.SH
207,600243.SH
208,600246.SH
209,600247.SH
210,600248.SH
211,600249.SH
212,600250.SH
213,600251.SH
214,600252.SH
215,600255.SH
216,600256.SH
217,600257.SH
218,600258.SH
219,600259.SH
220,600260.SH
221,600261.SH
222,600262.SH
223,600265.SH
224,600266.SH
225,600267.SH
226,600268.SH
227,600269.SH
228,600270.SH
229,600271.SH
230,600272.SH
231,600273.SH
232,600275.SH
233,600276.SH
234,600277.SH
235,600278.SH
236,600279.SH
237,600280.SH
238,600281.SH
239,600282.SH
240,600283.SH
241,600284.SH
242,600285.SH
243,600287.SH
244,600288.SH
245,600289.SH
246,600290.SH
247,600291.SH
248,600292.SH
249,600293.SH
250,600295.SH
251,600297.SH
252,600298.SH
253,600299.SH
254,600300.SH
255,600301.SH
256,600302.SH
257,600303.SH
258,600305.SH
259,600306.SH
260,600307.SH
261,600308.SH
262,600309.SH
263,600310.SH
264,600311.SH
265,600312.SH
266,600313.SH
267,600315.SH
268,600316.SH
269,600317.SH
270,600318.SH
271,600319.SH
272,600320.SH
273,600321.SH
274,600322.SH
275,600323.SH
276,600325.SH
277,600326.SH
278,600327.SH
279,600328.SH
280,600329.SH
281,600330.SH
282,600331.SH
283,600332.SH
284,600333.SH
285,600335.SH
286,600336.SH
287,600337.SH
288,600338.SH
289,600339.SH
290,600340.SH
291,600343.SH
292,600345.SH
293,600346.SH
294,600348.SH
295,600350.SH
296,600351.SH
297,600352.SH
298,600353.SH
299,600354.SH
300,600355.SH
301,600356.SH
302,600358.SH
303,600359.SH
304,600360.SH
305,600361.SH
306,600362.SH
307,600363.SH
308,600365.SH
309,600366.SH
310,600367.SH
311,600368.SH
312,600369.SH
313,600370.SH
314,600371.SH
315,600372.SH
316,600373.SH
317,600375.SH
318,600376.SH
319,600377.SH
320,600378.SH
321,600379.SH
322,600380.SH
323,600381.SH
324,600382.SH
325,600383.SH
326,600385.SH
327,600386.SH
328,600387.SH
329,600388.SH
330,600389.SH
331,600390.SH
332,600391.SH
333,600392.SH
334,600393.SH
335,600395.SH
336,600396.SH
337,600397.SH
338,600398.SH
339,600399.SH
340,600400.SH
341,600401.SH
342,600403.SH
343,600405.SH
344,600406.SH
345,600408.SH
346,600409.SH
347,600410.SH
348,600415.SH
349,600416.SH
350,600418.SH
351,600419.SH
352,600420.SH
353,600421.SH
354,600422.SH
355,600423.SH
356,600425.SH
357,600426.SH
358,600428.SH
359,600429.SH
360,600432.SH
361,600433.SH
362,600435.SH
363,600436.SH
364,600438.SH
365,600439.SH
366,600444.SH
367,600446.SH
368,600448.SH
369,600449.SH
370,600452.SH
371,600455.SH
372,600456.SH
373,600458.SH
374,600459.SH
375,600460.SH
376,600461.SH
377,600462.SH
378,600463.SH
379,600466.SH
380,600467.SH
381,600468.SH
382,600469.SH
383,600470.SH
384,600475.SH
385,600476.SH
386,600477.SH
387,600478.SH
388,600479.SH
389,600480.SH
390,600481.SH
391,600482.SH
392,600483.SH
393,600485.SH
394,600486.SH
395,600487.SH
396,600488.SH
397,600489.SH
398,600490.SH
399,600491.SH
400,600493.SH
401,600495.SH
402,600496.SH
403,600497.SH
404,600498.SH
405,600499.SH
406,600500.SH
407,600501.SH
408,600502.SH
409,600503.SH
410,600505.SH
411,600506.SH
412,600507.SH
413,600508.SH
414,600509.SH
415,600510.SH
416,600511.SH
417,600512.SH
418,600513.SH
419,600515.SH
420,600516.SH
421,600517.SH
422,600518.SH
423,600519.SH
424,600520.SH
425,600521.SH
426,600522.SH
427,600523.SH
428,600525.SH
429,600526.SH
430,600527.SH
431,600528.SH
432,600529.SH
433,600530.SH
434,600531.SH
435,600532.SH
436,600533.SH
437,600535.SH
438,600536.SH
439,600537.SH
440,600538.SH
441,600539.SH
442,600540.SH
443,600543.SH
444,600545.SH
445,600546.SH
446,600547.SH
447,600548.SH
448,600549.SH
449,600550.SH
450,600551.SH
451,600552.SH
452,600555.SH
453,600556.SH
454,600557.SH
455,600558.SH
456,600559.SH
457,600560.SH
458,600561.SH
459,600562.SH
460,600563.SH
461,600565.SH
462,600566.SH
463,600567.SH
464,600568.SH
465,600569.SH
466,600570.SH
467,600571.SH
468,600572.SH
469,600573.SH
470,600575.SH
471,600576.SH
472,600577.SH
473,600578.SH
474,600579.SH
475,600580.SH
476,600581.SH
477,600582.SH
478,600583.SH
479,600584.SH
480,600585.SH
481,600586.SH
482,600587.SH
483,600588.SH
484,600589.SH
485,600590.SH
486,600592.SH
487,600593.SH
488,600594.SH
489,600595.SH
490,600596.SH
491,600597.SH
492,600598.SH
493,600599.SH
494,600600.SH
495,600601.SH
496,600602.SH
497,600603.SH
498,600604.SH
499,600605.SH
500,600606.SH
501,600608.SH
502,600609.SH
503,600610.SH
504,600611.SH
505,600612.SH
506,600613.SH
507,600614.SH
508,600615.SH
509,600616.SH
510,600617.SH
511,600618.SH
512,600619.SH
513,600620.SH
514,600621.SH
515,600622.SH
516,600623.SH
517,600624.SH
518,600626.SH
519,600628.SH
520,600629.SH
521,600630.SH
522,600633.SH
523,600634.SH
524,600635.SH
525,600636.SH
526,600637.SH
527,600638.SH
528,600639.SH
529,600640.SH
530,600641.SH
531,600642.SH
532,600643.SH
533,600644.SH
534,600645.SH
535,600647.SH
536,600648.SH
537,600649.SH
538,600650.SH
539,600651.SH
540,600652.SH
541,600653.SH
542,600654.SH
543,600655.SH
544,600656.SH
545,600657.SH
546,600658.SH
547,600660.SH
548,600661.SH
549,600662.SH
550,600663.SH
551,600664.SH
552,600665.SH
553,600666.SH
554,600667.SH
555,600668.SH
556,600671.SH
557,600673.SH
558,600674.SH
559,600675.SH
560,600676.SH
561,600677.SH
562,600678.SH
563,600679.SH
564,600680.SH
565,600681.SH
566,600682.SH
567,600683.SH
568,600684.SH
569,600685.SH
570,600686.SH
571,600687.SH
572,600688.SH
573,600689.SH
574,600690.SH
575,600691.SH
576,600692.SH
577,600693.SH
578,600694.SH
579,600695.SH
580,600696.SH
581,600697.SH
582,600698.SH
583,600699.SH
584,600701.SH
585,600702.SH
586,600703.SH
587,600704.SH
588,600705.SH
589,600706.SH
590,600707.SH
591,600708.SH
592,600710.SH
593,600711.SH
594,600712.SH
595,600713.SH
596,600714.SH
597,600715.SH
598,600716.SH
599,600717.SH
600,600718.SH
601,600719.SH
602,600720.SH
603,600721.SH
604,600722.SH
605,600723.SH
606,600724.SH
607,600725.SH
608,600726.SH
609,600727.SH
610,600728.SH
611,600729.SH
612,600730.SH
613,600731.SH
614,600732.SH
615,600733.SH
616,600734.SH
617,600735.SH
618,600736.SH
619,600737.SH
620,600738.SH
621,600739.SH
622,600740.SH
623,600741.SH
624,600742.SH
625,600743.SH
626,600744.SH
627,600745.SH
628,600746.SH
629,600747.SH
630,600748.SH
631,600749.SH
632,600750.SH
633,600751.SH
634,600753.SH
635,600754.SH
636,600755.SH
637,600756.SH
638,600757.SH
639,600758.SH
640,600759.SH
641,600760.SH
642,600761.SH
643,600763.SH
644,600764.SH
645,600765.SH
646,600766.SH
647,600767.SH
648,600768.SH
649,600769.SH
650,600770.SH
651,600771.SH
652,600773.SH
653,600774.SH
654,600775.SH
655,600776.SH
656,600777.SH
657,600778.SH
658,600779.SH
659,600780.SH
660,600781.SH
661,600782.SH
662,600783.SH
663,600784.SH
664,600785.SH
665,600787.SH
666,600789.SH
667,600790.SH
668,600791.SH
669,600792.SH
670,600793.SH
671,600794.SH
672,600795.SH
673,600796.SH
674,600797.SH
675,600798.SH
676,600800.SH
677,600801.SH
678,600802.SH
679,600803.SH
680,600804.SH
681,600805.SH
682,600806.SH
683,600807.SH
684,600808.SH
685,600809.SH
686,600810.SH
687,600811.SH
688,600812.SH
689,600814.SH
690,600815.SH
691,600816.SH
692,600817.SH
693,600818.SH
694,600819.SH
695,600820.SH
696,600821.SH
697,600822.SH
698,600823.SH
699,600824.SH
700,600825.SH
701,600826.SH
702,600827.SH
703,600828.SH
704,600829.SH
705,600830.SH
706,600831.SH
707,600833.SH
708,600834.SH
709,600835.SH
710,600836.SH
711,600837.SH
712,600838.SH
713,600839.SH
714,600841.SH
715,600843.SH
716,600844.SH
717,600845.SH
718,600846.SH
719,600847.SH
720,600848.SH
721,600850.SH
722,600851.SH
723,600853.SH
724,600854.SH
725,600855.SH
726,600856.SH
727,600857.SH
728,600858.SH
729,600859.SH
730,600860.SH
731,600861.SH
732,600862.SH
733,600863.SH
734,600864.SH
735,600865.SH
736,600866.SH
737,600867.SH
738,600868.SH
739,600869.SH
740,600870.SH
741,600871.SH
742,600872.SH
743,600873.SH
744,600874.SH
745,600875.SH
746,600876.SH
747,600877.SH
748,600879.SH
749,600880.SH
750,600881.SH
751,600882.SH
752,600883.SH
753,600884.SH
754,600885.SH
755,600886.SH
756,600887.SH
757,600888.SH
758,600889.SH
759,600890.SH
760,600891.SH
761,600892.SH
762,600893.SH
763,600894.SH
764,600895.SH
765,600896.SH
766,600897.SH
767,600898.SH
768,600900.SH
769,600917.SH
770,600958.SH
771,600959.SH
772,600960.SH
773,600961.SH
774,600962.SH
775,600963.SH
776,600965.SH
777,600966.SH
778,600967.SH
779,600969.SH
780,600970.SH
781,600971.SH
782,600973.SH
783,600975.SH
784,600976.SH
785,600978.SH
786,600979.SH
787,600980.SH
788,600981.SH
789,600982.SH
790,600983.SH
791,600984.SH
792,600985.SH
793,600986.SH
794,600987.SH
795,600988.SH
796,600990.SH
797,600992.SH
798,600993.SH
799,600995.SH
800,600997.SH
801,600998.SH
802,600999.SH
803,601000.SH
804,601001.SH
805,601002.SH
806,601003.SH
807,601005.SH
808,601006.SH
809,601007.SH
810,601008.SH
811,601009.SH
812,601010.SH
813,601011.SH
814,601012.SH
815,601015.SH
816,601016.SH
817,601018.SH
818,601021.SH
819,601028.SH
820,601038.SH
821,601058.SH
822,601069.SH
823,601088.SH
824,601098.SH
825,601099.SH
826,601100.SH
827,601101.SH
828,601106.SH
829,601107.SH
830,601111.SH
831,601113.SH
832,601116.SH
833,601117.SH
834,601118.SH
835,601126.SH
836,601137.SH
837,601139.SH
838,601158.SH
839,601166.SH
840,601168.SH
841,601169.SH
842,601177.SH
843,601179.SH
844,601186.SH
845,601188.SH
846,601198.SH
847,601199.SH
848,601208.SH
849,601211.SH
850,601216.SH
851,601218.SH
852,601222.SH
853,601225.SH
854,601226.SH
855,601231.SH
856,601233.SH
857,601238.SH
858,601258.SH
859,601288.SH
860,601311.SH
861,601313.SH
862,601318.SH
863,601328.SH
864,601333.SH
865,601336.SH
866,601339.SH
867,601368.SH
868,601369.SH
869,601377.SH
870,601388.SH
871,601390.SH
872,601398.SH
873,601515.SH
874,601518.SH
875,601519.SH
876,601555.SH
877,601558.SH
878,601566.SH
879,601567.SH
880,601579.SH
881,601588.SH
882,601599.SH
883,601600.SH
884,601601.SH
885,601607.SH
886,601608.SH
887,601616.SH
888,601618.SH
889,601628.SH
890,601633.SH
891,601636.SH
892,601666.SH
893,601668.SH
894,601669.SH
895,601677.SH
896,601678.SH
897,601688.SH
898,601689.SH
899,601699.SH
900,601700.SH
901,601717.SH
902,601718.SH
903,601727.SH
904,601766.SH
905,601777.SH
906,601788.SH
907,601789.SH
908,601798.SH
909,601799.SH
910,601800.SH
911,601801.SH
912,601808.SH
913,601818.SH
914,601857.SH
915,601866.SH
916,601872.SH
917,601877.SH
918,601880.SH
919,601886.SH
920,601888.SH
921,601890.SH
922,601898.SH
923,601899.SH
924,601901.SH
925,601908.SH
926,601918.SH
927,601919.SH
928,601928.SH
929,601929.SH
930,601933.SH
931,601939.SH
932,601958.SH
933,601965.SH
934,601968.SH
935,601969.SH
936,601985.SH
937,601988.SH
938,601989.SH
939,601991.SH
940,601992.SH
941,601996.SH
942,601998.SH
943,601999.SH
944,603000.SH
945,603001.SH
946,603002.SH
947,603003.SH
948,603005.SH
949,603006.SH
950,603008.SH
951,603009.SH
952,603010.SH
953,603011.SH
954,603012.SH
955,603015.SH
956,603017.SH
957,603018.SH
958,603019.SH
959,603020.SH
960,603021.SH
961,603022.SH
962,603023.SH
963,603025.SH
964,603026.SH
965,603030.SH
966,603066.SH
967,603077.SH
968,603085.SH
969,603088.SH
970,603099.SH
971,603100.SH
972,603108.SH
973,603111.SH
974,603116.SH
975,603117.SH
976,603118.SH
977,603123.SH
978,603126.SH
979,603128.SH
980,603158.SH
981,603166.SH
982,603167.SH
983,603168.SH
984,603169.SH
985,603188.SH
986,603198.SH
987,603199.SH
988,603222.SH
989,603223.SH
990,603227.SH
991,603268.SH
992,603288.SH
993,603300.SH
994,603306.SH
995,603308.SH
996,603309.SH
997,603311.SH
998,603315.SH
999,603318.SH
1000,603328.SH
1001,603333.SH
1002,603338.SH
1003,603355.SH
1004,603366.SH
1005,603368.SH
1006,603369.SH
1007,603399.SH
1008,603456.SH
1009,603518.SH
1010,603519.SH
1011,603555.SH
1012,603558.SH
1013,603566.SH
1014,603567.SH
1015,603568.SH
1016,603588.SH
1017,603589.SH
1018,603598.SH
1019,603599.SH
1020,603600.SH
1021,603601.SH
1022,603606.SH
1023,603609.SH
1024,603611.SH
1025,603616.SH
1026,603618.SH
1027,603636.SH
1028,603669.SH
1029,603678.SH
1030,603686.SH
1031,603688.SH
1032,603698.SH
1033,603699.SH
1034,603703.SH
1035,603718.SH
1036,603729.SH
1037,603766.SH
1038,603788.SH
1039,603789.SH
1040,603799.SH
1041,603806.SH
1042,603808.SH
1043,603818.SH
1044,603828.SH
1045,603838.SH
1046,603869.SH
1047,603883.SH
1048,603885.SH
1049,603889.SH
1050,603898.SH
1051,603899.SH
1052,603901.SH
1053,603918.SH
1054,603939.SH
1055,603968.SH
1056,603969.SH
1057,603979.SH
1058,603988.SH
1059,603989.SH
1060,603993.SH
1061,603997.SH
1062,603998.SH
